x0,x1,x2,x3,uMs_cmd,uTs_cmd,iMs_cmd,iMs,iTs_cmd,iTs
-0.0158224,3.79217,42.879,-2.1201,-2.79652,22.7632,0,-0.0156278,3.94821,3.80031
-0.016351,3.76977,42.9096,-2.01287,-2.77727,23.2987,0,-0.0164014,3.94821,3.76996
-0.0156318,3.77221,42.9397,-1.90556,-2.78011,23.3542,0,-0.0157104,3.94821,3.77181
-0.016278,3.74503,42.9674,-1.79817,-2.76339,23.3082,0,-0.0163201,3.91369,3.74536
-0.0156008,3.74694,42.9942,-1.69072,-2.76554,23.3687,0,-0.0156766,3.91369,3.74658
-0.0161049,3.72321,43.0193,-1.5832,-2.75116,23.3146,0,-0.0161376,3.88243,3.72368
-0.0154743,3.72453,43.0433,-1.47562,-2.75259,23.3817,0,-0.0155471,3.88243,3.72419
-0.0158491,3.70395,43.066,-1.36799,-2.74039,23.318,0,-0.015871,3.85406,3.7046
-0.0152699,3.7046,43.0875,-1.2603,-2.74104,23.3931,0,-0.0153396,3.85406,3.70429
-0.015525,3.68696,43.108,-1.15255,-2.73094,23.3181,0,-0.0155345,3.82826,3.68781
-0.0150027,3.68685,43.1273,-1.04476,-2.73074,23.4032,0,-0.0150691,3.82826,3.68658
-0.0151446,3.67199,43.1459,-0.936915,-2.72267,23.3146,0,-0.0151399,3.80474,3.67309
-0.0146854,3.67102,43.1632,-0.829028,-2.72152,23.4121,0,-0.0147483,3.80474,3.67077
-0.0147178,3.65884,43.1801,-0.721099,-2.71548,23.3071,0,-0.0146965,3.78327,3.66022
-0.0143288,3.65687,43.1955,-0.613129,-2.71327,23.4197,0,-0.014388,3.78327,3.65666
-0.0142524,3.64733,43.2108,-0.505121,-2.70928,23.2953,0,-0.0142117,3.76362,3.64904
-0.0139419,3.6442,43.2247,-0.397076,-2.70585,23.4262,0,-0.0139973,3.76362,3.64403
-0.0137543,3.63732,43.2385,-0.288997,-2.70401,23.2784,0,-0.0136915,3.7456,3.63943
-0.0135325,3.63284,43.251,-0.180885,-2.69919,23.4315,0,-0.0135838,3.7456,3.63271
-0.0132282,3.62871,43.2635,-0.0727421,-2.69955,23.2557,0,-0.0131442,3.72905,3.63129
-0.0131068,3.62264,43.2747,0.0354308,-2.69319,23.4357,0,-0.0131538,3.72905,3.62257
-0.0126814,3.62142,43.2859,0.143632,-2.69508,23.2262,0,-0.0126259,3.71383,3.62456
-0.0126702,3.61347,43.2961,0.251859,-2.68779,23.4387,0,-0.0127125,3.71383,3.61346
-0.0121649,3.61539,43.3061,0.360112,-2.68937,23.4601,0,-0.0122178,3.71383,3.61514
-0.0122269,3.60523,43.3153,0.468389,-2.68292,23.4405,0,-0.0122642,3.6998,3.60528
-0.0117535,3.60686,43.3242,0.576688,-2.68419,23.4644,0,-0.0118039,3.6998,3.60663
-0.0117804,3.59782,43.3326,0.68501,-2.67853,23.4411,0,-0.0118121,3.68686,3.59794
-0.0113399,3.59913,43.3405,0.793351,-2.67946,23.4681,0,-0.0113878,3.68686,3.59891
-0.0113333,3.59115,43.348,0.901712,-2.67457,23.4403,0,-0.011359,3.67489,3.59136
-0.0109273,3.59211,43.3551,1.01009,-2.67514,23.4712,0,-0.0109726,3.67489,3.59191
-0.0108879,3.58517,43.3619,1.11849,-2.67103,23.4381,0,-0.0109068,3.66381,3.58547
-0.0105179,3.58573,43.3682,1.2269,-2.67118,23.4738,0,-0.0105608,3.66381,3.58555
-0.0104456,3.5798,43.3743,1.33533,-2.66785,23.4342,0,-0.0104568,3.65355,3.58022
-0.010114,3.57992,43.3798,1.44377,-2.66755,23.4759,0,-0.0101544,3.65355,3.57976
-0.0100073,3.57502,43.3853,1.55223,-2.66504,23.4284,0,-0.0100097,3.64402,3.57558
-0.00971696,3.57462,43.3902,1.6607,-2.66422,23.4774,0,-0.00975487,3.64402,3.57448
-0.00957361,3.57077,43.3951,1.76918,-2.66256,23.4204,0,-0.00956592,3.63517,3.5715
-0.00932815,3.56979,43.3994,1.87767,-2.66115,23.4785,0,-0.00936353,3.63517,3.56967
-0.00914443,3.56704,43.4037,1.98618,-2.66042,23.41,0,-0.00912524,3.62694,3.56797
-0.00894847,3.56537,43.4074,2.09469,-2.65832,23.4791,0,-0.00898127,3.62694,3.56528
-0.0087195,3.56381,43.4112,2.20321,-2.65858,23.3967,0,-0.00868908,3.61928,3.56497
-0.0085786,3.56134,43.4145,2.31174,-2.65571,23.4792,0,-0.00860874,3.61928,3.56127
-0.00829999,3.56107,43.4178,2.42029,-2.65666,23.3799,0,-0.0082816,3.61214,3.56252
-0.008219,3.55765,43.4206,2.52883,-2.65329,23.4787,0,-0.00824634,3.61214,3.55761
-0.00790825,3.55883,43.4234,2.63739,-2.65409,23.4879,0,-0.00794032,3.61214,3.55869
-0.0078699,3.55427,43.4259,2.74595,-2.65106,23.4777,0,-0.0078943,3.60549,3.55427
-0.00757923,3.5553,43.4283,2.85452,-2.6517,23.4881,0,-0.00760963,3.60549,3.55516
-0.0075314,3.55119,43.4304,2.96309,-2.64901,23.4761,0,-0.00755265,3.59928,3.55123
-0.00726101,3.55204,43.4323,3.07167,-2.64947,23.4881,0,-0.00728979,3.59928,3.55192
-0.00720342,3.54838,43.4341,-3.10293,-2.64711,23.4738,0,-0.00722124,3.59348,3.54846
-0.00695372,3.54904,43.4357,-2.99435,-2.64739,23.4878,0,-0.00698092,3.59348,3.54893
-0.00688574,3.54583,43.4372,-2.88575,-2.64537,23.4707,0,-0.00689977,3.58806,3.54596
-0.00665739,3.54627,43.4384,-2.77716,-2.64544,23.4873,0,-0.00668303,3.58806,3.54617
-0.006578,3.54351,43.4396,-2.66856,-2.64377,23.4669,0,-0.00658781,3.583,3.5437
-0.00637196,3.54372,43.4405,-2.55996,-2.6436,23.4866,0,-0.00639607,3.583,3.54362
-0.00627972,3.54142,43.4414,-2.45136,-2.64232,23.4621,0,-0.00628476,3.57826,3.54168
-0.0060973,3.54136,43.442,-2.34276,-2.64189,23.4856,0,-0.0061199,3.57826,3.54127
-0.00599027,3.53955,43.4427,-2.23415,-2.64102,23.4562,0,-0.00598988,3.57382,3.5399
-0.00583323,3.53918,43.443,-2.12554,-2.64027,23.4844,0,-0.00585432,3.57382,3.53911
-0.00570892,3.5379,43.4434,-2.01693,-2.63986,23.449,0,-0.00570233,3.56967,3.53836
-0.00557951,3.53716,43.4436,-1.90833,-2.63875,23.4829,0,-0.00559907,3.56967,3.53711
-0.00543483,3.53647,43.4437,-1.79972,-2.63883,23.4402,0,-0.00542217,3.56578,3.53705
-0.00533586,3.5353,43.4436,-1.69111,-2.63732,23.4812,0,-0.00535386,3.56578,3.53526
-0.00516801,3.53526,43.4435,-1.5825,-2.63775,23.4297,0,-0.00516114,3.56214,3.53598
-0.00510196,3.53359,43.4433,-1.47389,-2.63597,23.4793,0,-0.00511835,3.56214,3.53356
-0.00491942,3.53427,43.443,-1.36528,-2.63632,23.4831,0,-0.00493815,3.56214,3.53419
-0.00487746,3.53201,43.4425,-1.25668,-2.6347,23.477,0,-0.00489217,3.55873,3.532
-0.00470678,3.5326,43.442,-1.14807,-2.63496,23.4815,0,-0.0047245,3.55873,3.53252
-0.00466198,3.53055,43.4414,-1.03947,-2.6335,23.4744,0,-0.00467491,3.55553,3.53056
-0.00450317,3.53105,43.4407,-0.930863,-2.63368,23.4798,0,-0.00451991,3.55553,3.53098
-0.00445511,3.52921,43.4399,-0.822262,-2.63238,23.4716,0,-0.00446612,3.55253,3.52925
-0.00430829,3.52961,43.439,-0.713663,-2.63245,23.478,0,-0.00432409,3.55253,3.52954
-0.00425641,3.52799,43.4381,-0.605067,-2.63133,23.4683,0,-0.00426533,3.54972,3.52805
-0.00412184,3.52827,43.437,-0.496473,-2.63129,23.4761,0,-0.00413674,3.54972,3.52821
-0.00406541,3.52688,43.436,-0.387882,-2.63035,23.4646,0,-0.004072,3.54708,3.52697
-0.00394353,3.52703,43.4348,-0.279293,-2.63018,23.474,0,-0.00395753,3.54708,3.52698
-0.00388159,3.52587,43.4336,-0.170708,-2.62944,23.4604,0,-0.00388558,3.54461,3.526
-0.00377304,3.52588,43.4323,-0.0621255,-2.62913,23.4718,0,-0.00378615,3.54461,3.52583
-0.00370442,3.52497,43.4309,0.0464535,-2.62859,23.4556,0,-0.00370546,3.54229,3.52515
-0.00361006,3.52481,43.4295,0.155029,-2.62812,23.4696,0,-0.00362229,3.54229,3.52477
-0.00353331,3.52417,43.4281,0.263601,-2.62782,23.4502,0,-0.003531,3.54011,3.52441
-0.00345427,3.52382,43.4265,0.372169,-2.62716,23.4672,0,-0.00346563,3.54011,3.52378
-0.00336765,3.52348,43.4249,0.480733,-2.62712,23.4439,0,-0.00336207,3.53807,3.52378
-0.00330537,3.5229,43.4233,0.589294,-2.62624,23.4646,0,-0.00331583,3.53807,3.52287
-0.0032073,3.5229,43.4216,0.69785,-2.62638,23.4368,0,-0.00320467,3.53616,3.52328
-0.00316303,3.52205,43.4198,0.806402,-2.62536,23.462,0,-0.00317259,3.53616,3.52203
-0.00305789,3.52244,43.418,0.914949,-2.62546,23.4632,0,-0.00306864,3.53616,3.52239
-0.00302695,3.52127,43.4162,1.02349,-2.62452,23.4592,0,-0.00303556,3.53436,3.52126
-0.00292863,3.5216,43.4143,1.13203,-2.62458,23.4607,0,-0.00293879,3.53436,3.52156
-0.0028968,3.52055,43.4124,1.24056,-2.62372,23.4562,0,-0.00290442,3.53268,3.52055
-0.00280528,3.52083,43.4104,1.34909,-2.62373,23.4583,0,-0.00281488,3.53268,3.52079
-0.00277228,3.51988,43.4084,1.45762,-2.62296,23.4531,0,-0.00277883,3.5311,3.5199
-0.00268758,3.52011,43.4064,1.56613,-2.62291,23.4557,0,-0.00269663,3.5311,3.52008
-0.00265305,3.51928,43.4043,1.67465,-2.62223,23.4498,0,-0.00265846,3.52962,3.51931
-0.00257527,3.51945,43.4022,1.78316,-2.62213,23.4531,0,-0.00258379,3.52962,3.51941
-0.00253879,3.51873,43.4,1.89166,-2.62154,23.4463,0,-0.00254293,3.52823,3.51878
-0.00246813,3.51883,43.3978,2.00016,-2.62137,23.4504,0,-0.00247614,3.52823,3.5188
-0.00242917,3.51823,43.3956,2.10865,-2.62089,23.4425,0,-0.0024319,3.52693,3.5183
-0.00236592,3.51825,43.3933,2.21713,-2.62064,23.4477,0,-0.00237342,3.52693,3.51823
-0.00232382,3.51779,43.3911,2.32561,-2.62027,23.4384,0,-0.00232497,3.52571,3.51789
-0.00226841,3.51772,43.3887,2.43409,-2.61993,23.4449,0,-0.00227541,3.52571,3.5177
-0.0022224,3.5174,43.3864,2.54256,-2.61969,23.434,0,-0.00222176,3.52457,3.51753
-0.00217537,3.51723,43.384,2.65102,-2.61925,23.4421,0,-0.00218188,3.52457,3.51721
-0.00212453,3.51707,43.3816,2.75948,-2.61914,23.4292,0,-0.00212214,3.5235,3.51723
-0.0020866,3.51678,43.3792,2.86793,-2.61859,23.4392,0,-0.0020926,3.5235,3.51677
-0.00203009,3.51679,43.3768,2.97637,-2.61858,23.4239,0,-0.00202923,3.5225,3.51699
-0.00200187,3.51636,43.3743,3.08481,-2.61796,23.4363,0,-0.00200737,3.5225,3.51635
-0.001942,3.51658,43.3718,-3.08994,-2.61792,23.4361,0,-0.0019481,3.5225,3.51655
-0.00192099,3.51598,43.3693,-2.98151,-2.61735,23.4333,0,-0.00192596,3.52156,3.51598
-0.001865,3.51617,43.3668,-2.87309,-2.61729,23.4333,0,-0.00187076,3.52156,3.51614
-0.00184375,3.51563,43.3642,-2.76468,-2.61675,23.4302,0,-0.00184817,3.52069,3.51563
-0.00179159,3.51579,43.3616,-2.65627,-2.61667,23.4305,0,-0.00179703,3.52069,3.51577
-0.00176994,3.51531,43.3591,-2.54787,-2.61618,23.427,0,-0.00177379,3.51987,3.51532
-0.00172161,3.51544,43.3564,-2.43948,-2.61607,23.4276,0,-0.00172674,3.51987,3.51542
-0.00169938,3.51502,43.3538,-2.33109,-2.61563,23.4237,0,-0.0017026,3.5191,3.51504
-0.0016549,3.51512,43.3512,-2.22271,-2.61548,23.4247,0,-0.00165973,3.5191,3.5151
-0.00163185,3.51476,43.3485,-2.11433,-2.61509,23.4204,0,-0.0016344,3.51838,3.51478
-0.0015913,3.51482,43.3458,-2.00597,-2.61491,23.4218,0,-0.00159584,3.51838,3.51481
-0.00156716,3.51453,43.3432,-1.8976,-2.61458,23.4169,0,-0.00156897,3.51771,3.51456
-0.00153067,3.51455,43.3405,-1.78925,-2.61436,23.4188,0,-0.00153492,3.51771,3.51453
-0.00150512,3.51432,43.3378,-1.6809,-2.61408,23.4133,0,-0.0015061,3.51709,3.51437
-0.00147287,3.5143,43.335,-1.57256,-2.61382,23.4158,0,-0.00147683,3.51709,3.51429
-0.0014455,3.51415,43.3323,-1.46423,-2.61361,23.4095,0,-0.00144556,3.51651,3.51421
-0.00141774,3.51407,43.3295,-1.3559,-2.6133,23.4129,0,-0.00142143,3.51651,3.51406
-0.00138812,3.514,43.3268,-1.24758,-2.61315,23.4055,0,-0.00138729,3.51596,3.51408
-0.00136517,3.51386,43.324,-1.13927,-2.61279,23.4098,0,-0.00136858,3.51596,3.51385
-0.0013329,3.51388,43.3212,-1.03096,-2.61269,23.4013,0,-0.00133283,3.51546,3.51398
-0.00131502,3.51367,43.3184,-0.92266,-2.61229,23.4068,0,-0.00131815,3.51546,3.51367
-0.00128128,3.51379,43.3156,-0.814368,-2.61218,23.406,0,-0.0012847,3.51546,3.51378
-0.00126716,3.5135,43.3128,-0.706082,-2.6118,23.4037,0,-0.00127001,3.51498,3.5135
-0.00123559,3.51361,43.31,-0.597803,-2.61168,23.403,0,-0.00123883,3.51498,3.51359
-0.00122148,3.51335,43.3072,-0.489532,-2.61133,23.4006,0,-0.00122403,3.51455,3.51335
-0.00119205,3.51344,43.3044,-0.381267,-2.6112,23.4,0,-0.0011951,3.51455,3.51343
-0.00117785,3.51321,43.3015,-0.27301,-2.61087,23.3975,0,-0.0011801,3.51414,3.51321
-0.00115054,3.51328,43.2987,-0.16476,-2.61072,23.397,0,-0.00115341,3.51414,3.51327
-0.00113617,3.51309,43.2958,-0.0565167,-2.61041,23.3944,0,-0.00113809,3.51376,3.51309
-0.00111096,3.51315,43.293,0.0517193,-2.61025,23.394,0,-0.00111366,3.51376,3.51314
-0.00109631,3.51298,43.2901,0.159948,-2.60997,23.3911,0,-0.00109789,3.51341,3.51299
-0.00107323,3.51302,43.2872,0.26817,-2.60979,23.391,0,-0.00107576,3.51341,3.51301
-0.00105817,3.51289,43.2844,0.376384,-2.60954,23.3879,0,-0.00105938,3.51309,3.51291
-0.00103725,3.51291,43.2815,0.484592,-2.60935,23.388,0,-0.00103962,3.51309,3.5129
-0.00102164,3.51281,43.2786,0.592792,-2.60912,23.3846,0,-0.00102244,3.51279,3.51283
-0.00100293,3.51281,43.2757,0.700985,-2.60891,23.385,0,-0.00100516,3.51279,3.5128
-0.000986611,3.51275,43.2729,0.809171,-2.60871,23.3812,0,-0.000986966,3.51251,3.51278
-0.000970206,3.51272,43.27,0.917349,-2.60847,23.382,0,-0.000972275,3.51251,3.51272
-0.000952975,3.5127,43.2671,1.02552,-2.60831,23.3778,0,-0.00095291,3.51225,3.51274
-0.000938983,3.51264,43.2642,1.13368,-2.60805,23.379,0,-0.000940902,3.51225,3.51264
-0.000920694,3.51266,43.2613,1.24184,-2.60791,23.3742,0,-0.000920991,3.51202,3.51271
-0.000909192,3.51258,43.2584,1.34999,-2.60763,23.376,0,-0.000910961,3.51202,3.51257
-0.000890429,3.51264,43.2555,1.45813,-2.60749,23.3748,0,-0.000892325,3.51202,3.51264
-0.000880758,3.51252,43.2526,1.56627,-2.60722,23.373,0,-0.000882378,3.5118,3.51252
-0.000863196,3.51258,43.2497,1.6744,-2.60707,23.3718,0,-0.000864983,3.5118,3.51257
-0.000853613,3.51247,43.2468,1.78252,-2.60682,23.3699,0,-0.000855082,3.5116,3.51247
-0.000837218,3.51252,43.2439,1.89063,-2.60667,23.3688,0,-0.000838901,3.5116,3.51252
-0.00082769,3.51243,43.2409,1.99874,-2.60642,23.3669,0,-0.000829006,3.51142,3.51243
-0.000812435,3.51248,43.238,2.10683,-2.60626,23.3658,0,-0.000814018,3.51142,3.51247
-0.000802925,3.5124,43.2351,2.21493,-2.60603,23.3638,0,-0.000804085,3.51126,3.5124
-0.000788787,3.51244,43.2322,2.32301,-2.60587,23.3629,0,-0.000790276,3.51126,3.51243
-0.000779258,3.51238,43.2293,2.43109,-2.60565,23.3608,0,-0.000780255,3.51111,3.51238
-0.000766221,3.5124,43.2264,2.53916,-2.60548,23.3599,0,-0.000767618,3.51111,3.5124
-0.000756629,3.51236,43.2235,2.64722,-2.60527,23.3577,0,-0.000757459,3.51097,3.51237
-0.000744683,3.51238,43.2206,2.75527,-2.60509,23.3569,0,-0.000745993,3.51097,3.51237
-0.000734985,3.51235,43.2177,2.86332,-2.6049,23.3547,0,-0.000735639,3.51085,3.51236
-0.000724124,3.51236,43.2148,2.97136,-2.60471,23.354,0,-0.000725349,3.51085,3.51236
-0.000714272,3.51235,43.2119,3.0794,-2.60454,23.3516,0,-0.000714745,3.51074,3.51236
-0.000704495,3.51235,43.209,-3.09576,-2.60434,23.351,0,-0.000705638,3.51074,3.51234
-0.000694446,3.51235,43.2061,-2.98774,-2.60418,23.3485,0,-0.000694758,3.51064,3.51236
-0.000685751,3.51234,43.2032,-2.87973,-2.60397,23.3481,0,-0.000686816,3.51064,3.51234
-0.000675488,3.51236,43.2003,-2.77173,-2.60381,23.3454,0,-0.00067594,3.51055,3.51238
-0.00066785,3.51234,43.1974,-2.66373,-2.60361,23.3451,0,-0.000668839,3.51055,3.51234
-0.000657628,3.51238,43.1945,-2.55574,-2.60345,23.3438,0,-0.000658653,3.51055,3.51237
-0.00065075,3.51234,43.1916,-2.44776,-2.60325,23.3422,0,-0.000651665,3.51047,3.51234
-0.000641176,3.51238,43.1887,-2.33978,-2.60309,23.3408,0,-0.00064214,3.51047,3.51237
-0.000634414,3.51235,43.1858,-2.23182,-2.60289,23.3392,0,-0.000635258,3.51041,3.51235
-0.000625458,3.51238,43.1829,-2.12385,-2.60273,23.3379,0,-0.000626363,3.51041,3.51238
-0.000618805,3.51236,43.1801,-2.0159,-2.60254,23.3363,0,-0.000619581,3.51035,3.51236
-0.000610437,3.51239,43.1772,-1.90795,-2.60237,23.335,0,-0.000611287,3.51035,3.51239
-0.00060389,3.51238,43.1743,-1.80001,-2.60219,23.3334,0,-0.000604601,3.5103,3.51238
-0.000596081,3.5124,43.1714,-1.69208,-2.60202,23.3321,0,-0.000596879,3.5103,3.5124
-0.000589638,3.5124,43.1686,-1.58416,-2.60184,23.3305,0,-0.000590289,3.51026,3.5124
-0.000582357,3.51242,43.1657,-1.47624,-2.60168,23.3292,0,-0.000583105,3.51026,3.51242
-0.000576023,3.51242,43.1628,-1.36833,-2.6015,23.3276,0,-0.000576618,3.51022,3.51242
-0.000569235,3.51244,43.16,-1.26043,-2.60133,23.3263,0,-0.000569936,3.51022,3.51244
-0.00056302,3.51245,43.1571,-1.15253,-2.60116,23.3247,0,-0.000563567,3.5102,3.51245
-0.000556686,3.51247,43.1543,-1.04464,-2.601,23.3235,0,-0.000557343,3.5102,3.51247
-0.00055061,3.51248,43.1514,-0.936758,-2.60083,23.3219,0,-0.00055112,3.51018,3.51248
-0.000544684,3.5125,43.1486,-0.828883,-2.60066,23.3206,0,-0.0005453,3.51018,3.51249
-0.00053878,3.51251,43.1457,-0.721015,-2.6005,23.319,0,-0.00053927,3.51016,3.51251
-0.000533202,3.51253,43.1429,-0.613154,-2.60033,23.3177,0,-0.00053378,3.51016,3.51252
-0.000527523,3.51254,43.14,-0.505301,-2.60016,23.3162,0,-0.000528036,3.51016,3.51254
-0.000522217,3.51256,43.1372,-0.397454,-2.6,23.3149,0,-0.00052276,3.51016,3.51256
-0.000516843,3.51258,43.1344,-0.289615,-2.59983,23.3135,0,-0.000517374,3.51016,3.51258
-0.000511707,3.51259,43.1316,-0.181782,-2.59967,23.3121,0,-0.000512219,3.51016,3.51259
-0.000506668,3.51261,43.1287,-0.0739567,-2.59951,23.3106,0,-0.000507165,3.51016,3.51261
-0.000501652,3.51263,43.1259,0.0338617,-2.59935,23.3092,0,-0.000502137,3.51016,3.51263
-0.000496921,3.51265,43.1231,0.141673,-2.59918,23.3078,0,-0.000497385,3.51016,3.51265
-0.000492034,3.51267,43.1203,0.249477,-2.59903,23.3064,0,-0.000492498,3.51017,3.51267
-0.000487581,3.51269,43.1175,0.357275,-2.59886,23.305,0,-0.000488016,3.51017,3.51269
-0.000482837,3.51271,43.1147,0.465065,-2.59871,23.3036,0,-0.000483287,3.51018,3.51271
-0.00047863,3.51273,43.1119,0.572848,-2.59854,23.3022,0,-0.000479037,3.51018,3.51273
-0.000474048,3.51276,43.1091,0.680624,-2.59839,23.3009,0,-0.000474493,3.5102,3.51275
-0.000470049,3.51277,43.1063,0.788394,-2.59823,23.2994,0,-0.00047043,3.5102,3.51277
-0.000465657,3.5128,43.1036,0.896156,-2.59807,23.2981,0,-0.000466108,3.51022,3.5128
-0.000461821,3.51282,43.1008,1.00391,-2.59792,23.2966,0,-0.000462179,3.51022,3.51282
-0.00045766,3.51285,43.098,1.11166,-2.59776,23.2954,0,-0.000458131,3.51024,3.51284
-0.00045393,3.51286,43.0953,1.2194,-2.5976,23.2939,0,-0.000454266,3.51024,3.51286
-0.000450053,3.51289,43.0925,1.32714,-2.59745,23.2927,0,-0.000450564,3.51027,3.51289
-0.000446361,3.51291,43.0897,1.43486,-2.5973,23.2911,0,-0.000446678,3.51027,3.51291
-0.000442843,3.51294,43.087,1.54259,-2.59714,23.2901,0,-0.000443409,3.5103,3.51293
-0.0004391,3.51296,43.0842,1.6503,-2.59699,23.2884,0,-0.000439401,3.5103,3.51296
-0.00043603,3.51298,43.0815,1.75801,-2.59683,23.2875,0,-0.000436556,3.51034,3.51297
-0.000432134,3.51301,43.0788,1.86571,-2.59669,23.2856,0,-0.000432423,3.51034,3.51301
-0.000429497,3.51302,43.076,1.9734,-2.59652,23.2842,0,-0.00042975,3.51034,3.51302
-0.000425453,3.51307,43.0733,2.08109,-2.59638,23.2829,0,-0.000425734,3.51038,3.51306
-0.000422974,3.51307,43.0706,2.18877,-2.59622,23.2815,0,-0.000423208,3.51038,3.51307
-0.000419046,3.51312,43.0679,2.29644,-2.59608,23.2802,0,-0.000419326,3.51042,3.51312
-0.000416701,3.51313,43.0652,2.40411,-2.59592,23.2788,0,-0.000416918,3.51042,3.51313
-0.000412906,3.51317,43.0624,2.51177,-2.59579,23.2775,0,-0.00041319,3.51046,3.51317
-0.000410668,3.51318,43.0597,2.61942,-2.59563,23.2761,0,-0.000410869,3.51046,3.51318
-0.000407028,3.51323,43.057,2.72706,-2.59549,23.2749,0,-0.000407325,3.51051,3.51322
-0.000404862,3.51324,43.0544,2.8347,-2.59533,23.2734,0,-0.000405049,3.51051,3.51324
-0.000401408,3.51328,43.0517,2.94234,-2.59519,23.2722,0,-0.00040173,3.51055,3.51328
-0.000399274,3.51329,43.049,3.04996,-2.59504,23.2707,0,-0.000399449,3.51055,3.51329
-0.000396047,3.51333,43.0463,-3.1256,-2.5949,23.2696,0,-0.000396407,3.5106,3.51333
-0.000393895,3.51335,43.0436,-3.01799,-2.59475,23.2681,0,-0.000394058,3.5106,3.51335
-0.000390948,3.51339,43.041,-2.91039,-2.59461,23.2671,0,-0.000391365,3.51066,3.51338
-0.000388715,3.51341,43.0383,-2.80279,-2.59446,23.2654,0,-0.00038887,3.51066,3.51341
-0.000386121,3.51344,43.0357,-2.69519,-2.59431,23.2645,0,-0.000386618,3.51071,3.51343
-0.000383726,3.51347,43.033,-2.58761,-2.59417,23.2628,0,-0.000383875,3.51071,3.51346
-0.00038158,3.51349,43.0304,-2.48003,-2.59402,23.262,0,-0.00038217,3.51076,3.51348
-0.000378922,3.51352,43.0277,-2.37246,-2.59389,23.2601,0,-0.000379067,3.51076,3.51352
-0.00037733,3.51354,43.0251,-2.26489,-2.59373,23.2596,0,-0.000377848,3.51082,3.51353
-0.000374296,3.51358,43.0225,-2.15733,-2.5936,23.2575,0,-0.000374442,3.51082,3.51358
-0.000373193,3.51359,43.0198,-2.04978,-2.59345,23.2561,0,-0.00037329,3.51082,3.51359
-0.000369843,3.51364,43.0172,-1.94223,-2.59332,23.2549,0,-0.000369995,3.51088,3.51364
-0.0003688,3.51365,43.0146,-1.83469,-2.59316,23.2535,0,-0.000368888,3.51088,3.51365
-0.000365561,3.5137,43.012,-1.72716,-2.59304,23.2523,0,-0.000365723,3.51094,3.5137
-0.000364555,3.51371,43.0094,-1.61963,-2.59288,23.2509,0,-0.000364634,3.51094,3.51371
-0.000361447,3.51376,43.0068,-1.51211,-2.59276,23.2498,0,-0.000361627,3.511,3.51376
-0.000360452,3.51377,43.0042,-1.4046,-2.59261,23.2484,0,-0.000360523,3.511,3.51377
-0.0003575,3.51382,43.0016,-1.29709,-2.59248,23.2473,0,-0.000357708,3.51106,3.51382
-0.000356483,3.51383,42.999,-1.18959,-2.59233,23.2458,0,-0.000356548,3.51106,3.51383
-0.000353724,3.51388,42.9965,-1.0821,-2.5922,23.2447,0,-0.000353972,3.51112,3.51388
-0.000352644,3.51389,42.9939,-0.974608,-2.59206,23.2432,0,-0.000352704,3.51112,3.51389
-0.000350125,3.51394,42.9913,-0.867127,-2.59193,23.2423,0,-0.000350427,3.51119,3.51393
-0.00034893,3.51395,42.9888,-0.759651,-2.59178,23.2407,0,-0.000348986,3.51119,3.51395
-0.000346711,3.51399,42.9862,-0.652183,-2.59165,23.2398,0,-0.000347088,3.51125,3.51399
-0.000345335,3.51402,42.9837,-0.54472,-2.59151,23.2381,0,-0.000345389,3.51125,3.51401
-0.000343496,3.51405,42.9811,-0.437264,-2.59137,23.2374,0,-0.000343972,3.51132,3.51404
-0.000341857,3.51408,42.9786,-0.329815,-2.59124,23.2356,0,-0.000341911,3.51132,3.51408
-0.0003405,3.5141,42.9761,-0.222371,-2.59109,23.2351,0,-0.000341088,3.51138,3.51409
-0.000338491,3.51414,42.9735,-0.114934,-2.59097,23.2331,0,-0.000338549,3.51138,3.51414
-0.000337731,3.51416,42.971,-0.0075038,-2.59082,23.2328,0,-0.000338232,3.51145,3.51414
-0.000335235,3.5142,42.9685,0.0999206,-2.59071,23.2306,0,-0.000335301,3.51145,3.5142
-0.000334982,3.5142,42.966,0.207339,-2.59055,23.2293,0,-0.000334993,3.51145,3.5142
-0.000332089,3.51426,42.9635,0.314751,-2.59044,23.2281,0,-0.000332166,3.51152,3.51426
-0.000331841,3.51427,42.961,0.422156,-2.59029,23.2268,0,-0.000331848,3.51152,3.51427
-0.000329051,3.51433,42.9585,0.529555,-2.59017,23.2257,0,-0.000329146,3.51159,3.51432
-0.000328788,3.51433,42.956,0.636949,-2.59003,23.2243,0,-0.000328791,3.51159,3.51433
-0.000326124,3.51439,42.9535,0.744335,-2.58991,23.2232,0,-0.000326244,3.51166,3.51438
-0.000325821,3.51439,42.951,0.851716,-2.58976,23.2218,0,-0.00032582,3.51166,3.51439
-0.00032331,3.51445,42.9486,0.959091,-2.58965,23.2208,0,-0.000323465,3.51173,3.51444
-0.000322934,3.51446,42.9461,1.06646,-2.5895,23.2194,0,-0.000322931,3.51173,3.51446
-0.000320615,3.51451,42.9436,1.17382,-2.58938,23.2184,0,-0.000320816,3.51179,3.5145
-0.000320126,3.51452,42.9412,1.28118,-2.58924,23.2169,0,-0.000320123,3.51179,3.51452
-0.000318047,3.51457,42.9387,1.38853,-2.58912,23.2161,0,-0.000318311,3.51186,3.51456
-0.000317394,3.51458,42.9363,1.49587,-2.58899,23.2145,0,-0.000317391,3.51186,3.51458
